,Condition_1,Condition_1_prime_1,Condition_1_prime_2,Condition_1_prime_3,Condition_1_prime_4,Condition_1_prime_5,Condition_1_prime_6,Condition_1_prime_7,Condition_1_prime_8,Condition_1_prime_9,Condition_1_prime_10,Condition_2,Condition_2_prime_1,Condition_2_prime_2,Condition_2_prime_3,Condition_2_prime_4,Condition_2_prime_5,Condition_2_prime_6,Condition_2_prime_7,Condition_2_prime_8,Condition_2_prime_9,Condition_2_prime_10,Condition_3,Condition_3_prime_1,Condition_3_prime_2,Condition_3_prime_3,Condition_3_prime_4,Condition_3_prime_5,Condition_3_prime_6,Condition_3_prime_7,Condition_3_prime_8,Condition_3_prime_9,Condition_3_prime_10,Condition_4,Condition_4_prime_1,Condition_4_prime_2,Condition_4_prime_3,Condition_4_prime_4,Condition_4_prime_5,Condition_4_prime_6,Condition_4_prime_7,Condition_4_prime_8,Condition_4_prime_9,Condition_4_prime_10,Condition_5,Condition_5_prime_1,Condition_5_prime_2,Condition_5_prime_3,Condition_5_prime_4,Condition_5_prime_5,Condition_5_prime_6,Condition_5_prime_7,Condition_5_prime_8,Condition_5_prime_9,Condition_5_prime_10,Condition_6,Condition_6_prime_1,Condition_6_prime_2,Condition_6_prime_3,Condition_6_prime_4,Condition_6_prime_5,Condition_6_prime_6,Condition_6_prime_7,Condition_6_prime_8,Condition_6_prime_9,Condition_6_prime_10,Condition_7,Condition_7_prime_1,Condition_7_prime_2,Condition_7_prime_3,Condition_7_prime_4,Condition_7_prime_5,Condition_7_prime_6,Condition_7_prime_7,Condition_7_prime_8,Condition_7_prime_9,Condition_7_prime_10,Condition_8,Condition_8_prime_1,Condition_8_prime_2,Condition_8_prime_3,Condition_8_prime_4,Condition_8_prime_5,Condition_8_prime_6,Condition_8_prime_7,Condition_8_prime_8,Condition_8_prime_9,Condition_8_prime_10,Condition_9,Condition_9_prime_1,Condition_9_prime_2,Condition_9_prime_3,Condition_9_prime_4,Condition_9_prime_5,Condition_9_prime_6,Condition_9_prime_7,Condition_9_prime_8,Condition_9_prime_9,Condition_9_prime_10,Condition_10,Condition_10_prime_1,Condition_10_prime_2,Condition_10_prime_3,Condition_10_prime_4,Condition_10_prime_5,Condition_10_prime_6,Condition_10_prime_7,Condition_10_prime_8,Condition_10_prime_9,Condition_10_prime_10
Condition_5_prime_2,0.5316,0.3831,0.5421,0.5231,0.5172,0.5139,0.5475,0.4583,0.4742,0.5316,0.5374,0.5167,0.4333,0.5395,0.4405,0.4873,0.4918,0.5167,0.5292,0.5167,0.449,0.5167,0.0931,0.0931,0.0931,0.049,0.0931,0.1218,0.0931,0.1218,0.0931,0.0931,0.0931,0.1629,0.1734,0.1734,0.093,0.1629,0.1792,0.1734,0.1792,0.1734,0.1734,0.1629,0.838,0.7797,1.0,0.7165,0.7866,0.7871,0.838,0.8052,0.8267,0.8357,0.8088,0.7555,0.648,0.7931,0.6848,0.7116,0.6852,0.7555,0.7195,0.6007,0.7153,0.711,0.5,0.4151,0.4693,0.4101,0.4804,0.441,0.5,0.5049,0.4284,0.5,0.5412,0.7458,0.6725,0.7116,0.7022,0.6716,0.7041,0.6508,0.7778,0.6602,0.7149,0.6571,0.3737,0.2566,0.2927,0.3737,0.3737,0.3518,0.3737,0.3754,0.3737,0.2566,0.2644,0.3031,0.1978,0.2208,0.3031,0.2982,0.2922,0.3031,0.2982,0.2208,0.1978,0.1978
Condition_5_prime_3,0.5704,0.3543,0.5312,0.5007,0.5191,0.5599,0.5007,0.4449,0.5704,0.5704,0.5803,0.5777,0.5238,0.4524,0.4181,0.5716,0.568,0.5777,0.5209,0.5777,0.4878,0.5777,0.0916,0.0916,0.0916,0.096,0.0916,0.096,0.0916,0.096,0.0916,0.0916,0.0916,0.1352,0.1967,0.1499,0.3162,0.1352,0.1591,0.1499,0.1591,0.1499,0.1499,0.1352,0.8684,0.7978,0.7165,1.0,0.8454,0.8237,0.8678,0.8042,0.7623,0.7899,0.8348,0.763,0.7142,0.6405,0.6107,0.7606,0.7269,0.763,0.6483,0.6535,0.7227,0.6973,0.554,0.5167,0.5478,0.3822,0.5508,0.5356,0.554,0.477,0.554,0.554,0.5677,0.7469,0.6736,0.7469,0.626,0.6897,0.7326,0.6132,0.6329,0.6917,0.7059,0.6555,0.271,0.0963,0.1773,0.2433,0.271,0.2532,0.271,0.2885,0.271,0.19,0.2081,0.2678,0.1887,0.1823,0.2678,0.2238,0.2733,0.2678,0.2677,0.2677,0.1887,0.1887
Condition_5_prime_4,0.6258,0.4056,0.5824,0.5561,0.5769,0.6227,0.5561,0.4987,0.5726,0.6258,0.6316,0.6316,0.5545,0.5062,0.4735,0.6254,0.6258,0.6316,0.5561,0.6316,0.5456,0.6316,0.0916,0.0916,0.0916,0.096,0.0916,0.096,0.0916,0.096,0.0916,0.0916,0.0916,0.1765,0.1967,0.1967,0.1499,0.1765,0.2094,0.1967,0.2094,0.1967,0.1967,0.1765,0.9437,0.8698,0.7866,0.8454,1.0,0.898,0.9398,0.8362,0.8392,0.8502,0.9049,0.8184,0.7504,0.6959,0.6661,0.8184,0.7856,0.8184,0.7037,0.6508,0.7781,0.7527,0.6052,0.5273,0.5991,0.4334,0.6052,0.5868,0.6052,0.5282,0.5508,0.6052,0.6184,0.8064,0.7331,0.7555,0.6753,0.7528,0.7875,0.6727,0.6924,0.701,0.7653,0.715,0.3123,0.1376,0.1773,0.2846,0.3123,0.3,0.3123,0.3352,0.3123,0.2313,0.2549,0.3181,0.239,0.1823,0.3181,0.2763,0.327,0.3181,0.3202,0.2677,0.239,0.239
Condition_5_prime_5,0.5925,0.3737,0.5459,0.5228,0.5369,0.5882,0.5228,0.4595,0.535,0.5925,0.5997,0.5971,0.5188,0.467,0.4401,0.5768,0.5773,0.5971,0.5204,0.5971,0.5099,0.5971,0.0916,0.0916,0.0916,0.096,0.0916,0.1206,0.0916,0.1206,0.0916,0.0916,0.0916,0.2174,0.2313,0.2313,0.1731,0.2174,0.239,0.2313,0.239,0.2313,0.2313,0.2174,0.9475,0.8722,0.7871,0.8237,0.898,1.0,0.9421,0.833,0.8405,0.8527,0.9053,0.8062,0.7302,0.6794,0.6538,0.7834,0.7548,0.8062,0.6872,0.6243,0.7615,0.7404,0.5722,0.4893,0.5598,0.4003,0.5689,0.5476,0.5722,0.4951,0.5119,0.5722,0.595,0.784,0.7107,0.7429,0.6505,0.7237,0.7699,0.6634,0.6798,0.6873,0.7429,0.7023,0.2984,0.1237,0.15,0.2571,0.2984,0.2649,0.2984,0.3116,0.2984,0.2174,0.2313,0.2777,0.1986,0.1388,0.2777,0.2327,0.2886,0.2777,0.2851,0.2242,0.1986,0.1986
Condition_5_prime_6,0.6655,0.4408,0.6216,0.592,0.6099,0.6587,0.592,0.5352,0.608,0.6655,0.6754,0.6728,0.5805,0.5387,0.5093,0.6353,0.6348,0.6728,0.5896,0.6728,0.5829,0.6728,0.1202,0.1202,0.1202,0.1182,0.1202,0.1429,0.1202,0.1429,0.1202,0.1202,0.1202,0.2295,0.2415,0.2415,0.1833,0.2295,0.2478,0.2415,0.2478,0.2415,0.2415,0.2295,0.9961,0.9262,0.838,0.8678,0.9398,0.9421,1.0,0.887,0.8928,0.9064,0.9554,0.8833,0.7941,0.7529,0.7271,0.8409,0.8112,0.8833,0.7603,0.7045,0.8386,0.8136,0.6537,0.5629,0.6414,0.4767,0.6505,0.6292,0.6537,0.5715,0.5935,0.6537,0.6798,0.8499,0.7766,0.8088,0.7136,0.779,0.8199,0.7294,0.7462,0.7555,0.8088,0.7684,0.3912,0.1918,0.2306,0.3499,0.3912,0.3552,0.3912,0.402,0.3912,0.2975,0.3109,0.3654,0.2771,0.216,0.3654,0.3175,0.3706,0.3654,0.37,0.309,0.2771,0.2771
Condition_5_prime_7,0.6568,0.4262,0.6073,0.5748,0.597,0.639,0.5833,0.506,0.6568,0.6568,0.6658,0.6538,0.5633,0.5245,0.4922,0.621,0.6218,0.6538,0.5809,0.6538,0.5742,0.6538,0.1202,0.1202,0.1202,0.1182,0.1202,0.1182,0.1202,0.1182,0.1202,0.1202,0.1202,0.2018,0.2181,0.2181,0.2181,0.2018,0.2278,0.2181,0.2278,0.2181,0.2181,0.2018,0.887,0.8306,0.8052,0.8042,0.8362,0.833,0.887,1.0,0.8619,0.843,0.8868,0.8439,0.7419,0.7178,0.6877,0.8057,0.7669,0.8439,0.7252,0.7782,0.8439,0.7827,0.6298,0.5415,0.6052,0.4527,0.6265,0.5931,0.6298,0.5475,0.6298,0.6298,0.6665,0.8196,0.7463,0.8295,0.666,0.746,0.7794,0.7025,0.7125,0.7814,0.823,0.7213,0.3635,0.1641,0.2577,0.3087,0.3635,0.3086,0.3635,0.3786,0.3635,0.2699,0.2875,0.3354,0.2472,0.2421,0.3354,0.2742,0.3323,0.3354,0.3351,0.3351,0.2472,0.2472
Condition_5_prime_8,0.5725,0.4243,0.5238,0.4795,0.5,0.5445,0.5118,0.5227,0.5192,0.5725,0.5776,0.5516,0.5392,0.4401,0.3969,0.522,0.5246,0.5516,0.4922,0.5516,0.5725,0.5516,0.2088,0.2088,0.2088,0.1637,0.2088,0.2365,0.2088,0.2365,0.2088,0.2088,0.2088,0.3209,0.3307,0.3307,0.2503,0.3209,0.3345,0.3307,0.3345,0.3307,0.3307,0.3209,0.8928,0.8365,0.8267,0.7623,0.8392,0.8405,0.8928,0.8619,1.0,0.9088,0.8656,0.7847,0.7619,0.6873,0.6366,0.7443,0.7089,0.7847,0.7608,0.6356,0.74,0.8098,0.5494,0.5331,0.5248,0.3674,0.5233,0.4867,0.5494,0.4622,0.4778,0.5494,0.59,0.768,0.6948,0.7303,0.618,0.695,0.7349,0.7433,0.6765,0.6806,0.7303,0.7427,0.4146,0.2974,0.2164,0.3465,0.4146,0.3406,0.4146,0.4218,0.4146,0.4146,0.4218,0.3627,0.3627,0.1812,0.3627,0.2895,0.353,0.3627,0.3588,0.2813,0.3627,0.3627
Condition_5_prime_9,0.6305,0.4742,0.5782,0.5443,0.5624,0.6075,0.557,0.4869,0.5688,0.6305,0.6367,0.6156,0.5984,0.4954,0.4617,0.5825,0.587,0.6156,0.5546,0.6156,0.5479,0.6156,0.1514,0.1514,0.1514,0.1182,0.1514,0.1672,0.1514,0.1672,0.1514,0.1514,0.1514,0.2699,0.2757,0.2757,0.2063,0.2699,0.2873,0.2757,0.2873,0.2757,0.2757,0.2699,0.9064,0.8608,0.8357,0.7899,0.8502,0.8527,0.9064,0.843,0.9088,1.0,0.8753,0.8405,0.8186,0.731,0.6924,0.8021,0.7677,0.8405,0.8081,0.6755,0.7959,0.8656,0.606,0.5892,0.5876,0.4289,0.6027,0.5754,0.606,0.5237,0.54,0.606,0.6399,0.8208,0.7475,0.7797,0.6811,0.7468,0.7897,0.7794,0.7197,0.7307,0.7797,0.8024,0.3509,0.2451,0.1771,0.2961,0.3509,0.2979,0.3509,0.3561,0.3509,0.3509,0.3561,0.3161,0.3161,0.1561,0.3161,0.2575,0.3177,0.3161,0.3184,0.2491,0.3161,0.3161
Condition_5_prime_10,0.6746,0.4458,0.6266,0.601,0.6189,0.667,0.601,0.5352,0.6171,0.6746,0.6804,0.6778,0.5895,0.5437,0.5184,0.6403,0.6438,0.6778,0.5987,0.6778,0.5919,0.6778,0.1202,0.1202,0.1202,0.1182,0.1202,0.1429,0.1202,0.1429,0.1202,0.1202,0.1202,0.2295,0.2415,0.2415,0.1833,0.2295,0.2478,0.2415,0.2478,0.2415,0.2415,0.2295,0.9593,0.8893,0.8088,0.8348,0.9049,0.9053,0.9554,0.8868,0.8656,0.8753,1.0,0.8968,0.8065,0.7665,0.7407,0.8545,0.8235,0.8968,0.7739,0.7145,0.8522,0.8271,0.6537,0.5629,0.6414,0.4767,0.6505,0.6292,0.6537,0.5715,0.5935,0.6537,0.6798,0.8671,0.7938,0.8261,0.724,0.794,0.8358,0.7467,0.7634,0.7705,0.8261,0.7821,0.3912,0.1918,0.2306,0.3499,0.3912,0.3552,0.3912,0.402,0.3912,0.2975,0.3109,0.3654,0.2771,0.216,0.3654,0.3175,0.3706,0.3654,0.37,0.309,0.2771,0.2771
Condition_6,0.7509,0.5002,0.6959,0.6547,0.6953,0.7418,0.6774,0.5797,0.6934,0.7509,0.7447,0.7471,0.6568,0.6131,0.5857,0.7096,0.7201,0.7471,0.675,0.7471,0.6682,0.7471,0.1202,0.1202,0.1202,0.1182,0.1202,0.1429,0.1202,0.1429,0.1202,0.1202,0.1202,0.2295,0.2534,0.2534,0.1952,0.2295,0.2682,0.2534,0.2682,0.2534,0.2534,0.2295,0.8833,0.8006,0.7555,0.763,0.8184,0.8062,0.8833,0.8439,0.7847,0.8405,0.8968,1.0,0.8502,0.8697,0.8078,0.9174,0.9229,0.9909,0.877,0.8134,0.9554,0.9212,0.7026,0.6233,0.672,0.5255,0.6994,0.666,0.7026,0.6204,0.6423,0.7026,0.7071,0.9248,0.8421,0.9157,0.7687,0.8421,0.8609,0.8295,0.8425,0.8587,0.9157,0.8764,0.3912,0.1918,0.2306,0.3499,0.3912,0.3552,0.3912,0.4138,0.3912,0.2975,0.3227,0.3857,0.2975,0.2337,0.3857,0.3351,0.386,0.3857,0.3876,0.3267,0.2975,0.2975
Condition_6_prime_1,0.622,0.5453,0.5685,0.5478,0.5687,0.6233,0.5523,0.4748,0.5645,0.622,0.6223,0.6223,0.7663,0.4922,0.4696,0.5974,0.605,0.6223,0.5523,0.6223,0.5417,0.6223,0.0916,0.0916,0.0916,0.096,0.0916,0.1206,0.0916,0.1206,0.0916,0.0916,0.0916,0.2174,0.3807,0.2313,0.1731,0.2174,0.2492,0.2313,0.2492,0.2313,0.2313,0.2174,0.7941,0.7941,0.648,0.7142,0.7504,0.7302,0.7941,0.7419,0.7619,0.8186,0.8065,0.8502,1.0,0.7234,0.6978,0.8291,0.7955,0.8502,0.7969,0.6712,0.8099,0.8502,0.5816,0.7264,0.557,0.4097,0.5816,0.551,0.5816,0.5045,0.5213,0.5816,0.5918,0.8277,0.8277,0.7871,0.6877,0.7638,0.7881,0.768,0.7155,0.7311,0.791,0.8105,0.2854,0.3266,0.137,0.2441,0.2854,0.2539,0.2854,0.3007,0.2854,0.2854,0.3007,0.2785,0.2785,0.1395,0.2785,0.2333,0.2892,0.2785,0.2858,0.2249,0.2785,0.2785
Condition_6_prime_2,0.6848,0.4437,0.7013,0.5589,0.6667,0.6471,0.6209,0.5753,0.6364,0.6848,0.6817,0.6574,0.53,0.7136,0.4809,0.5991,0.629,0.6524,0.6098,0.6574,0.6202,0.6524,0.1782,0.1782,0.1782,0.1637,0.1782,0.2127,0.1782,0.2127,0.1782,0.1782,0.1782,0.2676,0.2737,0.2737,0.2044,0.2676,0.2755,0.2737,0.2755,0.2737,0.2737,0.2676,0.7529,0.6703,0.7931,0.6405,0.6959,0.6794,0.7529,0.7178,0.6873,0.731,0.7665,0.8697,0.7234,1.0,0.6893,0.7949,0.8004,0.8606,0.9048,0.7993,0.8697,0.8428,0.6432,0.55,0.6006,0.4612,0.6298,0.5845,0.6432,0.556,0.5772,0.6432,0.6472,0.7987,0.7161,0.7854,0.7687,0.7196,0.7427,0.7502,0.8845,0.7635,0.7897,0.7723,0.4543,0.2315,0.2692,0.4543,0.4543,0.4202,0.4543,0.4555,0.4543,0.3486,0.3541,0.3915,0.2945,0.2232,0.3915,0.3927,0.3905,0.3915,0.3927,0.3234,0.2945,0.2945
Condition_6_prime_3,0.571,0.4847,0.5171,0.7354,0.5075,0.5631,0.571,0.4158,0.5135,0.571,0.571,0.5596,0.4843,0.4343,0.749,0.529,0.5362,0.5596,0.5686,0.5596,0.4884,0.5596,0.0,0.0,0.0,0.0,0.0,0.0247,0.0,0.0247,0.0,0.0,0.0,0.1237,0.152,0.152,0.0939,0.1237,0.1711,0.152,0.1711,0.152,0.152,0.1237,0.7271,0.7271,0.6848,0.6107,0.6661,0.6538,0.7271,0.6877,0.6366,0.6924,0.7407,0.8078,0.6978,0.6893,1.0,0.756,0.7345,0.8078,0.6929,0.6341,0.7631,0.7461,0.5241,0.4422,0.4934,0.7033,0.5156,0.4822,0.5241,0.5241,0.4638,0.5241,0.5271,0.7686,0.7686,0.7461,0.6125,0.6898,0.7085,0.7461,0.6807,0.6845,0.7461,0.7018,0.3105,0.2047,0.2557,0.2692,0.3105,0.2751,0.3105,0.3337,0.3105,0.2047,0.2324,0.3069,0.2795,0.2495,0.3069,0.2579,0.3107,0.3069,0.3104,0.2495,0.2098,0.2098
Condition_6_prime_4,0.6888,0.4501,0.637,0.61,0.7225,0.6888,0.6191,0.5333,0.6355,0.6888,0.6861,0.6861,0.6175,0.5607,0.5364,0.7663,0.6888,0.6861,0.6191,0.6861,0.6085,0.6861,0.0916,0.0916,0.0916,0.096,0.0916,0.096,0.0916,0.096,0.0916,0.0916,0.0916,0.1765,0.1967,0.1967,0.1499,0.1765,0.2196,0.1967,0.2196,0.1967,0.1967,0.1765,0.8409,0.7583,0.7116,0.7606,0.8184,0.7834,0.8409,0.8057,0.7443,0.8021,0.8545,0.9174,0.8291,0.7949,0.756,1.0,0.8815,0.9174,0.8027,0.7401,0.8771,0.8516,0.6419,0.5712,0.6174,0.4701,0.7367,0.6113,0.6419,0.5649,0.5875,0.6419,0.6458,0.9038,0.8211,0.855,0.7544,0.8421,0.8553,0.7644,0.7813,0.7979,0.868,0.8112,0.3123,0.1376,0.1773,0.2846,0.3123,0.3,0.3123,0.3352,0.3123,0.2313,0.2549,0.3284,0.2492,0.2,0.3284,0.294,0.3425,0.3284,0.3379,0.2854,0.2492,0.2492
Condition_6_prime_5,0.6823,0.4379,0.6298,0.5899,0.6309,0.674,0.6125,0.5135,0.629,0.6823,0.6739,0.6762,0.5995,0.5509,0.5208,0.6701,0.6799,0.6762,0.6102,0.6762,0.5996,0.6762,0.0916,0.0916,0.0916,0.096,0.0916,0.096,0.0916,0.096,0.0916,0.0916,0.0916,0.1765,0.1967,0.1967,0.1499,0.1765,0.2094,0.1967,0.2094,0.1967,0.1967,0.1765,0.8112,0.7319,0.6852,0.7269,0.7856,0.7548,0.8112,0.7669,0.7089,0.7677,0.8235,0.9229,0.7955,0.8004,0.7345,0.8815,1.0,0.9139,0.8082,0.7428,0.8826,0.8481,0.633,0.5603,0.6024,0.4611,0.6297,0.7202,0.633,0.5559,0.5785,0.633,0.6357,0.8684,0.7892,0.8403,0.7174,0.8032,0.8243,0.7538,0.765,0.7883,0.8521,0.8371,0.3123,0.1376,0.1773,0.2846,0.3123,0.3,0.3123,0.3352,0.3123,0.2313,0.2549,0.3181,0.239,0.1823,0.3181,0.2763,0.3192,0.3181,0.3202,0.2677,0.239,0.239
Condition_6_prime_6,0.7418,0.4952,0.6909,0.6547,0.6862,0.7418,0.6683,0.5747,0.6843,0.7418,0.7447,0.7421,0.6568,0.6081,0.5857,0.7046,0.7111,0.7471,0.6659,0.7421,0.6592,0.7421,0.1202,0.1202,0.1202,0.1182,0.1202,0.1429,0.1202,0.1429,0.1202,0.1202,0.1202,0.2295,0.2534,0.2534,0.1952,0.2295,0.2682,0.2534,0.2682,0.2534,0.2534,0.2295,0.8833,0.8006,0.7555,0.763,0.8184,0.8062,0.8833,0.8439,0.7847,0.8405,0.8968,0.9909,0.8502,0.8606,0.8078,0.9174,0.9139,1.0,0.868,0.8084,0.9463,0.9212,0.7026,0.6233,0.672,0.5255,0.6994,0.666,0.7026,0.6204,0.6423,0.7026,0.7071,0.9248,0.8421,0.9157,0.7687,0.8421,0.8609,0.8295,0.8425,0.8587,0.9157,0.8764,0.3912,0.1918,0.2306,0.3499,0.3912,0.3552,0.3912,0.4138,0.3912,0.2975,0.3227,0.3857,0.2975,0.2337,0.3857,0.3351,0.386,0.3857,0.3876,0.3267,0.2975,0.2975
Condition_6_prime_7,0.6848,0.5139,0.7013,0.5625,0.6741,0.6545,0.6245,0.5653,0.6364,0.6848,0.6817,0.6655,0.6036,0.6185,0.4845,0.6077,0.6368,0.6606,0.6134,0.6655,0.6157,0.6606,0.1514,0.1514,0.1514,0.1429,0.1514,0.1919,0.1514,0.1919,0.1514,0.1514,0.1514,0.2562,0.2641,0.2641,0.1947,0.2562,0.2672,0.2641,0.2672,0.2641,0.2641,0.2562,0.7603,0.6777,0.7195,0.6483,0.7037,0.6872,0.7603,0.7252,0.7608,0.8081,0.7739,0.877,0.7969,0.9048,0.6929,0.8027,0.8082,0.868,1.0,0.7844,0.877,0.9199,0.6432,0.6335,0.6006,0.4661,0.64,0.5946,0.6432,0.5609,0.5772,0.6432,0.6472,0.8061,0.7234,0.7928,0.699,0.7274,0.7505,0.8237,0.8075,0.7709,0.797,0.8493,0.3372,0.2315,0.1634,0.3372,0.3372,0.3093,0.3372,0.3445,0.3372,0.3372,0.3445,0.2863,0.2863,0.1302,0.2863,0.2925,0.295,0.2863,0.2925,0.2232,0.2863,0.2863
Condition_6_prime_8,0.7805,0.5467,0.7461,0.6381,0.7031,0.7353,0.7291,0.6103,0.8093,0.7805,0.7755,0.7329,0.5972,0.6797,0.5519,0.6706,0.6965,0.7279,0.6991,0.7329,0.7091,0.7426,0.147,0.147,0.147,0.1637,0.147,0.1637,0.147,0.1637,0.147,0.147,0.147,0.2812,0.2853,0.2853,0.2853,0.2812,0.2853,0.2853,0.2956,0.2853,0.2853,0.2812,0.7045,0.6181,0.6007,0.6535,0.6508,0.6243,0.7045,0.7782,0.6356,0.6755,0.7145,0.8134,0.6712,0.7993,0.6341,0.7401,0.7428,0.8084,0.7844,1.0,0.8578,0.7891,0.771,0.6605,0.7225,0.5829,0.7414,0.6964,0.7649,0.6777,0.771,0.771,0.7772,0.7548,0.6685,0.7939,0.6056,0.672,0.6938,0.7002,0.7061,0.7746,0.7843,0.7258,0.468,0.2451,0.3509,0.4,0.468,0.3508,0.468,0.467,0.468,0.3622,0.3657,0.4116,0.3146,0.3099,0.4116,0.3408,0.4135,0.4116,0.4101,0.4101,0.3146,0.3146
Condition_6_prime_9,0.7731,0.5298,0.7304,0.6725,0.7175,0.764,0.7086,0.6043,0.7246,0.7731,0.7693,0.7766,0.6568,0.6476,0.6034,0.7245,0.7381,0.7716,0.7017,0.7766,0.704,0.7716,0.1202,0.1202,0.1202,0.1182,0.1202,0.1429,0.1202,0.1429,0.1202,0.1202,0.1202,0.2434,0.2651,0.2651,0.2069,0.2434,0.2783,0.2651,0.2783,0.2651,0.2651,0.2434,0.8386,0.756,0.7153,0.7227,0.7781,0.7615,0.8386,0.8439,0.74,0.7959,0.8522,0.9554,0.8099,0.8697,0.7631,0.8771,0.8826,0.9463,0.877,0.8578,1.0,0.9077,0.7331,0.6506,0.6964,0.556,0.7298,0.6905,0.7331,0.6508,0.6728,0.7331,0.7345,0.8845,0.8018,0.8711,0.7284,0.8018,0.825,0.8115,0.8199,0.8406,0.9157,0.854,0.405,0.2056,0.2445,0.3637,0.405,0.3552,0.405,0.4256,0.405,0.3114,0.3345,0.3958,0.3075,0.2424,0.3958,0.3439,0.4015,0.3958,0.3964,0.3354,0.3075,0.3075
Condition_6_prime_10,0.7111,0.5333,0.6572,0.6068,0.643,0.6943,0.6376,0.5311,0.6494,0.7111,0.7158,0.6946,0.6568,0.5744,0.5378,0.6518,0.6588,0.6946,0.6352,0.6946,0.6285,0.6946,0.1514,0.1514,0.1514,0.1182,0.1514,0.1672,0.1514,0.1672,0.1514,0.1514,0.1514,0.2837,0.2993,0.2993,0.2299,0.2837,0.3075,0.2993,0.3075,0.2993,0.2993,0.2837,0.8136,0.7309,0.711,0.6973,0.7527,0.7404,0.8136,0.7827,0.8098,0.8656,0.8271,0.9212,0.8502,0.8428,0.7461,0.8516,0.8481,0.9212,0.9199,0.7891,0.9077,1.0,0.6732,0.6659,0.6365,0.4961,0.6699,0.6305,0.6732,0.5909,0.6072,0.6732,0.674,0.855,0.7724,0.846,0.699,0.7764,0.7952,0.8812,0.8075,0.8284,0.846,0.9026,0.3648,0.259,0.191,0.31,0.3648,0.2979,0.3648,0.3796,0.3648,0.3648,0.3796,0.3363,0.3363,0.1736,0.3363,0.275,0.3408,0.3363,0.3359,0.2666,0.3363,0.3363
Condition_7,0.8685,0.681,0.8627,0.6862,0.7791,0.7883,0.8341,0.7538,0.8627,0.8685,0.8562,0.7482,0.6046,0.6883,0.5607,0.6772,0.7032,0.7482,0.7185,0.7482,0.7185,0.7665,0.2088,0.2088,0.2088,0.139,0.2088,0.2118,0.2088,0.2118,0.2088,0.2088,0.2088,0.3486,0.366,0.366,0.2856,0.3486,0.3447,0.366,0.3851,0.366,0.3307,0.3486,0.6537,0.5589,0.5,0.554,0.6052,0.5722,0.6537,0.6298,0.5494,0.606,0.6537,0.7026,0.5816,0.6432,0.5241,0.6419,0.633,0.7026,0.6432,0.771,0.7331,0.6732,1.0,0.8023,0.9455,0.7449,0.9052,0.8839,0.9815,0.8944,0.9038,0.9877,0.9315,0.6608,0.566,0.6366,0.513,0.6419,0.6092,0.5815,0.5893,0.6725,0.6852,0.6072,0.548,0.3251,0.3499,0.4523,0.548,0.4308,0.5203,0.5584,0.548,0.4146,0.457,0.5704,0.4734,0.4057,0.5704,0.514,0.5963,0.5704,0.5833,0.5058,0.453,0.4734
Condition_7_prime_1,0.7809,0.6944,0.732,0.6095,0.7113,0.7165,0.6998,0.594,0.732,0.7809,0.7643,0.667,0.7635,0.5878,0.4805,0.6083,0.6316,0.667,0.6302,0.667,0.6219,0.6834,0.1821,0.1821,0.1821,0.1182,0.1821,0.191,0.1821,0.191,0.1821,0.1821,0.1821,0.2961,0.5174,0.3097,0.2529,0.2961,0.2961,0.3097,0.3165,0.3097,0.2979,0.2961,0.5629,0.5629,0.4151,0.5167,0.5273,0.4893,0.5629,0.5415,0.5331,0.5892,0.5629,0.6233,0.7264,0.55,0.4422,0.5712,0.5603,0.6233,0.6335,0.6605,0.6506,0.6659,0.8023,1.0,0.7537,0.6252,0.7855,0.7187,0.8023,0.72,0.7183,0.8023,0.7915,0.5803,0.5803,0.5532,0.4314,0.5712,0.5335,0.57,0.4962,0.5908,0.6022,0.6013,0.3897,0.4188,0.203,0.3217,0.3897,0.2846,0.3897,0.4008,0.3897,0.3897,0.4008,0.4048,0.4048,0.2426,0.4048,0.3437,0.4239,0.4048,0.413,0.3356,0.4048,0.4048
Condition_7_prime_2,0.8258,0.6265,0.8141,0.6496,0.7365,0.7516,0.7855,0.7054,0.8141,0.8258,0.8135,0.7116,0.5739,0.6397,0.524,0.6466,0.6726,0.7116,0.6759,0.7116,0.6759,0.7299,0.2088,0.2088,0.2088,0.139,0.2088,0.2118,0.2088,0.2118,0.2088,0.2088,0.2088,0.3761,0.4011,0.4011,0.3207,0.3761,0.3649,0.4011,0.4152,0.4011,0.3543,0.3761,0.6414,0.5466,0.4693,0.5478,0.5991,0.5598,0.6414,0.6052,0.5248,0.5876,0.6414,0.672,0.557,0.6006,0.4934,0.6174,0.6024,0.672,0.6006,0.7225,0.6964,0.6365,0.9455,0.7537,1.0,0.6904,0.8566,0.854,0.9271,0.8458,0.8978,0.9455,0.8772,0.6362,0.5414,0.606,0.4884,0.6174,0.5908,0.5448,0.5526,0.6358,0.6546,0.5706,0.5755,0.3526,0.3774,0.4523,0.5755,0.4541,0.5342,0.5935,0.5755,0.4285,0.4922,0.6107,0.5137,0.4495,0.6107,0.5578,0.6424,0.6107,0.6271,0.5496,0.4833,0.5137
